-7.448891376384412233e-01,-1.092212902015520654e-01,9.266390812807434596e-01
-1.334803133418659860e+00,9.893801886245769950e-01,9.037270566254901327e-01
-1.005534879128477055e+00,1.548282189328142600e-01,9.111404834937976149e-01
-9.762739551820017736e-01,2.324197740787848077e-01,8.990762448069374857e-01
-1.076054281552714098e+00,3.182914155169227488e-01,8.684543031268093793e-01
-1.114564878501559608e+00,5.705971432835328372e-01,8.938354956296564735e-01
-1.245570256740036408e+00,6.363750923876493326e-01,8.792663299676600763e-01
-1.083038487926791804e+00,6.128824660682083980e-01,9.141100222449389801e-01
-1.335379212695520623e+00,1.143341826237784797e+00,8.706545355606146730e-01
-1.295281522112092798e+00,1.132227743183598312e+00,8.933789147299763256e-01
-1.527337472006019770e+00,1.305048227879423761e+00,8.543135026341225347e-01
-4.121337814454564819e-01,-7.205970342450205290e-01,9.913377329486708911e-01
-9.142502758510973049e-01,2.874858120970062436e-01,9.925390716283676307e-01
-9.106654740569462003e-01,1.321887570460708872e-01,9.936813264572886828e-01
-8.860849461655510018e-01,1.140274159285863675e-01,9.939103042183816683e-01
-4.524353415318347893e-01,-6.572857027278623532e-01,9.960636777277158682e-01
-1.324100389518886978e+00,1.300708004989163280e+00,9.952876186296162331e-01
-4.941833977446305481e-01,1.145855610453600626e+00,9.921675916932088946e-01
-1.199665582324418667e+00,1.095733847194539701e+00,9.892779844378746246e-01
-1.435230680078992016e+00,1.203891238227230875e+00,9.368722933635127426e-01
-1.508767114033313428e+00,1.383340169830133304e+00,9.690379534491844193e-01
-1.611762805880532223e+00,1.460526272170378226e+00,9.638405613267533312e-01
-1.196888690697070823e+00,1.311296845778002984e+00,9.963193041278748385e-01
-1.306987483354169255e+00,1.472175451938288582e+00,9.964661234130056666e-01
-1.116447092120230078e+00,1.266222658655019151e+00,9.928385768628323893e-01
-1.432509933069344710e+00,1.707946098687819214e+00,9.946108123316670380e-01
-1.160676788526103786e+00,1.271435360508845092e+00,9.956426214892892812e-01
-1.385604179711831030e+00,1.681067718743678885e+00,9.943393165456376748e-01
-1.300991799372728019e+00,1.579885496524068067e+00,9.963429159900613064e-01
-1.078041984853836954e+00,1.274888174661001905e+00,9.953167519392052132e-01
-1.121456175942714184e+00,1.343842533000687789e+00,9.952845100816954949e-01
-1.034845765853914967e+00,8.898360274270714632e-01,9.294946804195407530e-01
-1.589472825540880541e+00,1.550126288632463600e+00,9.255399770610027721e-01
-1.231436721401298673e+00,1.843009235321267481e+00,9.493233160875319543e-01
-2.867681501771828789e-01,6.843766887899818130e-01,9.860744941345708225e-01
-9.240184173786074595e-01,1.210160643165497873e+00,9.157813313373215358e-01
-7.761218250952517383e-01,1.080204313339674815e+00,8.915398781743864021e-01
-3.257655441987295508e-01,-9.610106793569039851e-02,8.906002670152924905e-01
-3.920610822210681690e-01,1.185528123113678056e+00,9.857607314863563452e-01
-7.773451831306271709e-02,3.866103067396394199e-01,8.588798862675232071e-01
-1.574811190680508899e+00,1.440795227794943623e+00,9.464244157838694882e-01
4.144702519581996647e+00,1.138167773989515741e+00,4.589797035372354395e-01
4.300796267262144035e+00,1.053408479395536279e+00,3.450396720647185833e-01
1.478931694248892814e+00,1.291665421718165119e+00,9.373987845832731924e-01
4.037869395760223412e+00,1.183548758914492849e+00,4.951957339598989094e-01
2.624479063266570211e+00,1.016730892951742016e+00,8.567140856873075583e-01
1.261084559883900891e+00,1.048213819885400966e+00,9.511844873152168756e-01
1.944127411749685175e+00,1.047590197354052011e+00,9.203332801876950020e-01
2.510259942203111549e+00,9.779808473094999677e-01,8.706308286109321060e-01
2.570333453460807327e+00,8.468054380545401161e-01,8.768415470141102119e-01
3.761922734465735108e+00,7.606793975639731809e-01,6.606775658518992955e-01
3.654694098891996035e+00,5.505193245373036781e-01,7.170590958700532314e-01
3.543251714631212135e+00,6.777279678196245216e-01,7.292886411749444076e-01
2.967250584069909713e+00,1.299447468561116370e+00,6.740411941393785744e-01
2.750739498211593137e+00,1.445223801875370695e+00,5.253870679083880724e-01
3.037052408520332314e+00,1.595215831461584521e+00,4.231820171441593725e-01
3.454903412920759198e+00,1.357543159550439027e+00,4.783591162559059917e-01
3.622460805194661404e+00,1.462373380286164259e+00,4.782319410310834074e-01
2.367204709648322303e-01,2.939089309329781519e-01,8.904877814407328174e-01
2.600764738145684429e-01,1.368772988272797808e-01,8.888168137774623556e-01
8.097162947892972973e-01,5.193292494554905270e-01,7.702522886165633631e-01
8.723112048141425934e-01,5.832261889365349949e-01,7.782804282395435758e-01
9.313119163895168251e-01,5.445590240867733689e-01,7.585628622488027606e-01
2.876863297603813874e-01,1.828105591812036190e-01,8.470335640818633660e-01
6.172667727693140760e-01,3.658823443799363306e-01,8.278075923398351410e-01
6.435553813450811678e-01,6.469266353688627458e-01,7.340042377358337866e-01
1.321301976333827843e+00,5.243058609390204294e-01,7.572173960143172566e-01
1.360533714198719935e+00,5.979137982657171113e-01,7.315690633979844426e-01
3.988078380763877551e-01,3.165555601898181748e-01,8.371553984498988354e-01
1.974055301934962703e-01,1.710510233610826047e-01,8.516267243191893987e-01
1.053014228015202391e+00,4.395736358299160429e-01,7.806467544536701553e-01
8.877013820635099028e-01,5.633516428375910934e-01,6.509101744930214650e-01
3.588129739252460815e-01,1.497209796633380274e-01,8.691472748357119693e-01
5.817936628535561594e-01,2.731988878440613222e-01,8.497593151780155063e-01
7.263149952515131069e-01,3.773917458990075358e-01,7.793855648703885697e-01
6.922004137479009778e-01,4.443341657302469772e-01,7.816486829891949872e-01
1.051326525237933573e+00,6.814886975956360171e-01,5.853170975851955671e-01
7.230565019230639212e-01,6.211967594797418446e-01,7.277763096230529527e-01
4.042465030701919426e-01,2.631640719059565314e-01,8.184108432608816486e-01
-6.330431826084023661e-02,4.981839706400299495e-01,8.273606706121026111e-01
7.133658155507506538e-02,5.574477777552134805e-01,8.452746449818209218e-01
1.868084756008406844e-01,5.864755852377108170e-01,8.701657415834856968e-01
5.088071354515079081e-01,5.707211527313756916e-01,8.593379189536605178e-01
7.906529857485924406e-01,9.136487266775921157e-01,6.647833928451324370e-01
1.214888898895868818e+00,9.015836042087838065e-01,4.939872060568887835e-01
-5.052944075743288632e-01,1.939420732045491758e-01,9.367597257577340297e-01
-2.944238548073659437e-02,-2.862653773785981889e-02,9.588769494212973088e-01
1.531139176342158348e-01,1.220991710934900103e-02,9.393755004447476020e-01
6.826110201561425006e-02,-3.483948421692118630e-02,9.526038570671870875e-01
3.479663142729013670e-01,8.877388144695168293e-02,9.349840591189694239e-01
1.375283342049276603e-01,1.139499377791802076e-01,9.519033056702230766e-01
1.277347771998922910e-01,1.111920230174276158e-01,9.493805331206921494e-01
4.695607765129371503e-01,1.206686359036018424e-01,9.238641738216519794e-01
2.836666222274163845e-02,1.014981399527185718e-01,9.584530548611595036e-01
1.049393687585128548e-01,9.956826337802639204e-02,9.489328357346117349e-01
-1.470433029605498765e-01,-1.084839117830256744e-01,9.493025359424109855e-01
-3.558459612269830874e-01,2.601246707012487835e-01,9.649511326059735383e-01
-6.339604950309782327e-02,3.638695356093875621e-01,7.536136994076958473e-01
-5.378682272944970144e-01,5.502121141104835411e-01,9.278176160603581746e-01
1.490842400950167512e+00,5.905979478946689065e-01,6.748847597511300478e-01
-7.126016200698259695e-01,3.138050383554785716e-01,9.951255559434475373e-01
-3.401491176983654774e-01,-1.513569787592392579e-01,9.942045724641532800e-01
-1.033416718079329666e+00,-5.282376106234735191e-01,9.960312624300867723e-01
-1.475170608088181456e+00,8.536864771728294166e-01,9.952093661236619537e-01
-1.335907013057796355e+00,-3.460469097423578555e-01,9.967258135278546094e-01
-7.035799214877775931e-01,9.905473062602159207e-01,9.896023229104368157e-01
-5.474523355148710468e-01,1.142556815931283554e+00,9.785030139355255230e-01
