"age_Ma","omega","bootstrap_upper_bnd","bootstrap_lower_bnd"
0.66,-0.0913063749519912,-0.0310718487159137,-0.170506045700405
1.24792792792793,-0.0942780789093955,-0.0337646200675954,-0.173220015422053
1.83585585585586,-0.0971699109116638,-0.0363857847804199,-0.175852586268284
2.42378378378378,-0.0999787174465435,-0.0389343229622396,-0.178400249118938
3.01171171171171,-0.102709366207573,-0.0414162726045713,-0.180865578795291
3.59963963963964,-0.10535085586252,-0.0438197469820063,-0.183241404896698
4.18756756756757,-0.107905654038337,-0.0461471809568965,-0.185528164002318
4.7754954954955,-0.110369965944948,-0.0483967729619776,-0.18772319984528
5.36342342342342,-0.1127421574248,-0.0505666306165867,-0.189824508744897
5.95135135135135,-0.11500700870542,-0.0526456682062039,-0.191811339652268
6.53927927927928,-0.117185567583947,-0.054650785660861,-0.193714592548098
7.12720720720721,-0.11924798586507,-0.0565532129704677,-0.195495097122198
7.71513513513514,-0.12121147993983,-0.0583697353040794,-0.197173345208448
8.30306306306306,-0.123070940906731,-0.0601001976021825,-0.198750332856761
8.89099099099099,-0.124810224157163,-0.0617280695335179,-0.20020308968824
9.47891891891892,-0.126437076151245,-0.0632620401358801,-0.201542341629411
10.0668468468468,-0.127940412017009,-0.0646926397531093,-0.202755213001193
10.6547747747748,-0.129314051012651,-0.066015563270889,-0.203835341056666
11.2427027027027,-0.130550094207429,-0.0672250647095593,-0.204774054526217
11.8306306306306,-0.131636257018167,-0.0683088867946568,-0.205554653502376
12.4185585585586,-0.132576125759973,-0.0692755600785884,-0.206186730485864
13.0064864864865,-0.133354207749149,-0.0701113946202242,-0.206650763660702
13.5944144144144,-0.133957607020074,-0.0708088221637751,-0.206930925546421
14.1823423423423,-0.134376291067786,-0.0713554352568125,-0.207018435021606
14.7702702702703,-0.134599529576702,-0.0717493458699755,-0.206900211786477
15.3581981981982,-0.134606473151503,-0.071972399625626,-0.20655160886028
15.9461261261261,-0.134362592215832,-0.0719990418477173,-0.205935774532062
16.5340540540541,-0.133878731886072,-0.0718418301997067,-0.205060920933966
17.121981981982,-0.133084230267028,-0.0714427566765642,-0.203858532176323
17.7099099099099,-0.132039070235459,-0.0708533149247421,-0.202377712041434
18.2978378378378,-0.130667601413859,-0.0700161173677295,-0.200541000707891
18.8857657657658,-0.128959057976219,-0.0689221465755067,-0.198330763416712
19.4736936936937,-0.12687775850518,-0.067546223863961,-0.195705649731997
20.0616216216216,-0.124393466701255,-0.0658664117898593,-0.192628203587782
20.6495495495496,-0.121474540307666,-0.0637488267025046,-0.189058583767606
21.2374774774775,-0.118088966829162,-0.0602260834026738,-0.184956023283348
21.8254054054054,-0.114197284030724,-0.0562339355135162,-0.180271701572427
22.4133333333333,-0.109775741681548,-0.051765748354613,-0.174968807509434
23.0012612612613,-0.104788769169917,-0.0467968059386411,-0.169002402697691
23.5891891891892,-0.0992131763061747,-0.0413091033567694,-0.162332449460393
24.1771171171171,-0.0930229333742908,-0.0352848103730534,-0.154921860984275
24.765045045045,-0.086198691862326,-0.0287130072906344,-0.147791579428081
25.352972972973,-0.0787334172767833,-0.0215924172238098,-0.141113243236084
25.9409009009009,-0.0706283805081371,-0.0139306822563792,-0.133789231813775
26.5288288288288,-0.0618912147959197,-0.00574134387522068,-0.125816605208587
27.1167567567568,-0.052550198091188,0.00294392835597272,-0.11721268435726
27.7046846846847,-0.0426429120430815,0.0120849397777206,-0.10799949814355
28.2926126126126,-0.0322199809660283,0.0245723576088471,-0.0982139084294881
28.8805405405405,-0.0213459419924334,0.03801181618748,-0.0879051688382886
29.4684684684685,-0.0100951956722665,0.0518686501966478,-0.0771319952645097
30.0563963963964,0.00144338265251671,0.0660212104355309,-0.0659680953177089
30.6443243243243,0.0131847540118767,0.0803484370468196,-0.0544815115277448
31.2322522522523,0.0250293860352994,0.094714645895521,-0.0427627627574974
31.8201801801802,0.0368814691943887,0.108986383645015,-0.0308935600485908
32.4081081081081,0.0486558699158669,0.123046111946588,-0.0189540733373476
32.996036036036,0.0602794009098865,0.136787687310796,-0.00700149929607076
33.583963963964,0.0716772644413991,0.15011512398349,0.00363043365098291
34.1718918918919,0.0827988799490871,0.162949294062677,0.0130247091625715
34.7598198198198,0.0935974088298618,0.175239302298988,0.0223662410890053
35.3477477477477,0.104057215115178,0.186961202707095,0.0316491181707826
35.9356756756757,0.114159112637688,0.198088453582507,0.040837128206906
36.5236036036036,0.123909122401327,0.209040068629248,0.0499318578003488
37.1115315315315,0.133320611444445,0.21953783923006,0.0589342401335196
37.6994594594595,0.142422684886032,0.229464196753318,0.0668844521955471
38.2873873873874,0.151233572651091,0.238865751039001,0.0741082081912767
38.8753153153153,0.159812847289787,0.24781501725121,0.0813426900599916
39.4632432432432,0.168164480531793,0.256348377290969,0.088575503291566
40.0511711711712,0.176345742206522,0.264529151248563,0.0958759895970646
40.6390990990991,0.184394556957937,0.272435430247373,0.103242635449027
41.227027027027,0.192360720657363,0.280126769576214,0.110729021432712
41.8149549549549,0.20026653714072,0.287643134158629,0.118347304342301
42.4028828828829,0.208155401856007,0.295043111330776,0.126130287866212
42.9908108108108,0.216058875619323,0.302371754942457,0.134100890010241
43.5787387387387,0.224007208185161,0.310479557585541,0.142279593567843
44.1666666666667,0.232026524148541,0.31972414324566,0.150684003444709
44.7545945945946,0.240137750349639,0.328918647707937,0.159325897213186
45.3425225225225,0.248362060218443,0.338091355651155,0.168218556168112
45.9304504504504,0.256711201750906,0.347262661997688,0.177367043234634
46.5183783783784,0.265198036191697,0.3564516494326,0.18677692936378
47.1063063063063,0.273830414170898,0.365672167754021,0.196449494668403
47.6942342342342,0.282613236191513,0.37493428449188,0.206096056951046
48.2821621621622,0.29154681048868,0.384243074985666,0.215300043734002
48.8700900900901,0.300647233500361,0.393626083527705,0.224735958779897
49.458018018018,0.309878814539609,0.403038137862631,0.232509658299649
50.0459459459459,0.319246895942583,0.41249332035844,0.240007471162052
50.6338738738739,0.328745228194329,0.421992674664326,0.247675876387726
51.2218018018018,0.338351467292419,0.431504829660797,0.255507525973924
51.8097297297297,0.348052197233977,0.441024677679872,0.263489349388112
52.3976576576577,0.357827528909669,0.45053466432684,0.271607964018009
52.9855855855856,0.367662899459739,0.460018113049306,0.279855082765211
53.5735135135135,0.377537757380401,0.469457374924908,0.288215427862233
54.1614414414414,0.387406316455395,0.478808038266302,0.29665929843781
54.7493693693694,0.397270800207173,0.488068169135975,0.305182421050313
55.3372972972973,0.407088888285956,0.497196833728738,0.313758474952122
55.9252252252252,0.416834867703669,0.50616986319039,0.322368210287009
56.5131531531531,0.426670695242428,0.515172549394887,0.331145909125393
57.1010810810811,0.436139726187006,0.523691370354902,0.339721067884473
57.689009009009,0.4454844997719,0.532379869405272,0.348303087779332
58.2769369369369,0.45459520311969,0.542232731354108,0.35678624431828
58.8648648648649,0.463468494739865,0.551811244176858,0.36517449870143
59.4527927927928,0.472090596965388,0.561106530281611,0.373462722022116
60.0407207207207,0.480420399958168,0.570079043827189,0.381614119388775
60.6286486486486,0.488421299260831,0.578691961178032,0.389599831333586
61.2165765765766,0.496065861202704,0.586922019336344,0.397395716103952
61.8045045045045,0.503331079942105,0.594747241064486,0.40498453812358
62.3924324324324,0.510188442602321,0.602144497968082,0.412340906319002
62.9803603603604,0.516624044695877,0.609101770278493,0.4194502619228
63.5682882882883,0.522596716560914,0.615582870736988,0.426277255722581
64.1562162162162,0.528111689519831,0.621594792230176,0.432821781242396
64.7441441441441,0.533143106847322,0.627114266212856,0.438269036189432
65.3320720720721,0.537690871724904,0.63214317889794,0.443241083372455
65.92,0.541755891717004,0.636687536079971,0.44797194315311
66.5079279279279,0.545341144503039,0.640751432648783,0.452463214906949
67.0958558558558,0.548457244522786,0.644347527411558,0.456723028904924
67.6837837837838,0.551121854255143,0.647494688066967,0.460764816518719
68.2717117117117,0.553355001973342,0.650215335861466,0.464601493555512
68.8596396396396,0.555227623653001,0.652577630081576,0.468301627117053
69.4475675675676,0.556703595899477,0.654551335722007,0.4718093898728
70.0354954954955,0.557857721313527,0.656209612566082,0.47519178560794
70.6234234234234,0.558735634169625,0.657597724776646,0.476825459267561
