"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
46.86,14.66,14.91,7.39,2.59,9.29,0.77
46.94,15.49,14.38,6.83,2.59,9.49,0.65
47.61,16.6,12.28,8.09,2.56,9.75,0.92
47.05,14.22,12.96,11.05,2.26,9.56,0.59
47.6,15.8,12.15,9.33,2.2,9.96,0.59
47.27,14.93,12.88,10.16,2.22,9.64,0.56
48.15,13.61,16.49,3.35,3.53,6.82,2.48
49.81,13.32,15.58,3.41,3.53,6.58,2.59
51.28,13.89,14.66,3.73,3.19,6.54,2.55
51.2,14.44,14.49,3.54,3.43,6.36,2.53
45.8,13.84,18.12,3.87,3.43,7.41,1.87
49.16,13.56,17.06,3.1,3.48,6.85,2.06
49.55,13.6,16.99,2.98,3.47,6.73,2.12
50.74,13.84,16.43,2.19,3.56,6.51,2.31
56.38,14.42,14.11,1.11,3.99,4.53,3.3
45.04,14.9,14.83,9.37,2.54,9.39,0.61
45.4,15.8,15.1,7.31,2.76,9.56,0.66
53.15,17.76,7.43,5.49,4.01,8.86,1.5
44.52,15.34,10.63,11.5,2.74,11.13,1.69
45.22,16.16,10.46,10.33,3.21,10.21,1.7
44.2,16.09,10.78,10.42,3.44,10.89,1.57
45.2,14.69,11.74,10.66,3.19,10.52,1.43
46.24,15.28,9.86,11.23,3.84,10.61,0.78
44.5,16,11.44,9.31,3,11.42,1.58
45.83,15.58,11.12,9.25,4.31,10.31,1.2
45.73,16.3,10.55,10.23,3.62,9.71,1.45
45.29,14.83,11.29,11.1,3.37,9.98,1.53
45.12,15.45,10.62,11.08,3.44,10.83,0.99
44.73,15.58,11.5,10.44,3.07,10.62,1.52
44.66,15.75,10.65,11.01,2.91,11.01,1.61
44.44,15.44,11.04,10.92,3.38,10.72,1.54
45.87,15.88,11.2,9.64,3.34,10.82,0.88
45.43,16.36,11.38,9.53,2.77,10.57,1.47
44.8,15.11,11.6,10.49,2.83,11.33,1.51
46.09,16.41,11.11,9.66,2.8,9.95,1.59
45.28,15.1,12.03,10.28,2.21,11.52,1.24
50.59,17.01,10.81,5.96,3.6,8.76,1.35
47.42,16.05,9.3,9.17,3.14,11.09,1.64
48.66,15.81,9.62,9.45,3.09,9.7,1.58
51.13,17.3,10.1,6.65,3.48,7.96,1.5
51.03,17.01,9.93,7.3,3.22,8.19,1.5
51.1,18.4,9.85,5.82,3.37,7.93,1.57
48.79,17.26,10.92,6.9,3.18,9.23,1.6
50.48,17.16,10.65,6.78,3.37,8.34,1.38
49.95,17.42,10.92,6.64,3.44,8.44,1.33
50.2,17.24,11.02,6.31,3.47,8.56,1.3
49.3,17.07,10.52,6.92,3.59,9.32,1.39
50.19,16.47,11.01,7.08,3.44,8.7,1.27
48.52,16.05,10.57,9.2,3.46,8.85,1.45
50.7,16.42,10.63,6.69,3.89,8.51,1.31
49.94,16.42,10.96,7.41,3.57,8.71,1.19
49.29,16.63,10.6,7.18,3.61,8.97,1.65
50.27,17.43,9.97,7.1,3.74,8.31,1.39
49.45,16.5,10.3,9.02,3.72,7.98,1.23
50.74,17.02,10.9,6.08,3.85,8.24,1.29
51.39,16.84,10.99,5.85,3.48,8.28,1.3
50.7,17.67,10.33,6.58,3.58,8.24,1.17
52.26,16.19,10.97,5.58,3.7,8.05,1.29
51.53,17.16,10.69,6.12,3.57,7.93,1.16
50.77,16.08,11.2,8.66,2.31,9.22,0.5
47.48,15.88,12.01,10.79,2.4,8.87,0.82
49.25,16.56,11.65,8.32,2.9,9.04,0.76
45.93,14.85,14.31,8.19,2.54,9.9,0.67
48.32,16.22,12.57,9.43,2.46,8.68,0.71
46.96,14.64,13.16,11.02,2.78,8.86,0.82
50.05,14.92,11.86,9.63,2.57,9.01,0.57
51.08,16.15,10.76,7.91,2.8,9.31,0.6
49.35,17.55,10.49,8.43,2.38,9.96,0.54
50.75,15.88,11.71,8.11,2.59,8.77,0.69
50.01,15.05,12.27,9.23,2.39,8.89,0.64
49.78,14.25,12.58,9.75,2.5,8.83,0.68
49.71,15.21,12.05,9.01,2.56,9.3,0.65
59.99,16.9,6.32,3.33,4.19,6.01,1.98
49.85,15.41,12.37,8.66,2.7,8.85,0.66
50.99,16.01,10.97,8.21,2.66,9.15,0.6
46.86,13.86,12.7,11.97,2.55,9.33,0.89
46.39,14.89,12.26,10.06,2.52,10.09,1.21
45.67,15.14,12.34,10.55,2.76,9.58,1.36
45.73,14.93,12.77,11.05,2.17,9.52,1.21
45.52,15.23,12.6,9.1,3.74,9.17,1.56
50.71,13.77,12.7,5.99,3.09,11.18,0.45
75.06,12.3,2.32,0.21,3.96,0.42,4.9
49.13,17.31,10.01,8.65,2.59,10.54,0.4
54.6,13.85,12.97,3.64,3.64,6.47,1.31
48.59,18.03,9.76,9.02,2.3,10.72,0.3
51.17,13.42,15.12,5.11,2.8,9.11,0.53
48.73,16.48,11.65,7.99,2.9,10.68,0.26
67.1,12.56,5.98,0.8,2.79,3.69,2.99
49.98,12.88,8.32,9.66,2.93,7.77,5.24
59.5,17.09,6.36,3.48,4.14,6.28,1.88
73.52,14.56,1.55,0.4,4.89,1.44,3.25
71.05,15.15,2.21,1.1,4.48,2.6,2.93
72.13,16.36,2.11,0.3,3.59,1.25,3.7
68.94,16.66,2.99,0.6,4.99,2.49,2.71
66.51,17.11,3.88,1.45,4.51,4.35,1.44
62.05,17.1,5.75,1.99,4.28,5.13,2.35
62.62,20.13,4.51,1.72,4.46,4.56,1.15
66.25,17.2,3.89,1.54,4.62,4.35,1.41
60.05,17.33,6.39,3.12,4.15,5.61,2.02
62.6,17.5,5.32,2.18,4.66,5.23,1.46
49.76,13.4,11.51,9.12,3.05,9.17,1.25
60.37,16.96,6.15,3.12,4.29,5.72,2.06
56.26,17.23,8.92,3.07,4.66,6.38,1.41
58.17,19.79,5.53,3.08,4.08,7.28,1.1
61.09,16.8,6.01,2.85,4.3,5.47,2.2
76.59,13.02,1.23,0.05,3.73,0.6,4.7
77.43,12.47,0.74,0.01,3.59,0.59,5.03
76.52,12.65,0.94,0.07,3.66,0.68,5.29
75.95,13.09,0.58,0.23,3.6,0.83,5.43
75.5,13.09,1.19,0.15,3.32,0.92,5.53
76.51,12.92,1.31,0.06,3.63,0.62,4.83
75.91,12.58,1.12,0.34,3.4,0.97,5.41
77.19,12.91,0.8,0.08,3.61,0.49,4.8
75.32,13.49,1.14,0.16,3.6,0.83,5.31
77.5,12.35,0.81,0.01,3.89,0.55,4.78
77.46,12.41,0.88,0.03,3.7,0.66,4.73
77.17,12.83,0.74,0.02,3.83,0.48,4.83
77.56,12.13,0.65,0.07,3.93,0.61,4.94
60.73,16.88,6.11,3,4.28,5.54,2.13
49.05,13.34,11.11,9.99,3.32,8.78,1.41
1.09,5.8,8.14,8.1,0.23,1.4,13.59
76.44,13.72,1.67,0.32,3.64,1.56,2.39
70.25,14.95,3.17,0.6,5.18,1.69,3.59
65.36,16.34,5.09,0.8,5.28,2.69,3.19
56.27,17.5,9.46,2.49,4.67,4.97,2.19
53.47,18.76,9.49,3.35,4.35,6.98,1.36
51.73,17.16,10.12,5.21,3.4,9.94,0.65
58.81,16.46,7.19,3.87,3.77,6.35,2.28
51.96,18.1,8.87,6.64,3.47,9.31,0.53
57.88,14.84,7.85,4.75,3.76,7.02,2.28
58.28,15.47,6.99,4.29,4.09,6.69,2.59
55.1,16.8,8.49,5.71,3.51,8.13,0.81
51.81,16.69,9.79,6.6,3.36,9.62,0.66
50.56,16.85,10.45,7.21,3.54,9.3,0.61
50.5,18.3,10.4,5.1,3.9,8.1,1.3
49.92,17.14,10.83,6.12,3.71,9.02,1
63.27,16.38,6.09,1.64,5,4.16,1.97
46.92,15.04,12.27,10.56,2.69,9.96,0.51
63.5,16.05,6.23,1.73,4.96,3.96,2.02
48.13,14.38,11.88,8.69,3.3,10.29,0.8
62.84,16.64,6.21,1.65,4.95,4.24,1.94
63.65,16.11,6.14,1.76,4.83,4.09,1.94
63.33,16.67,6.13,1.61,4.84,4,1.96
45.95,13.72,12.72,11.21,2.3,10.61,0.9
63.16,16.59,6.11,1.78,4.89,4.18,1.98
51.61,16.51,10.16,6.43,3.96,7.82,1.34
63.98,15.66,6.02,1.78,4.98,4.15,1.96
61.3,16.23,5.16,4.22,3.93,6.22,1.96
44.46,14.75,12.24,9.2,3.58,11.55,1.1
62.48,16.69,6.14,1.85,4.96,4.61,1.95
49.79,16.96,11.28,5.61,3.96,8.83,1.09
48.52,14.98,10.09,8.96,3.2,11.24,0.68
62.57,16.81,6.18,1.78,4.84,4.5,1.92
62.63,16.48,6.33,1.79,4.89,4.31,1.91
45.57,13.72,12,10.52,2.9,11.12,1.1
62.38,16.94,6.31,1.72,4.89,4.37,1.91
47.17,17.73,12.76,5.41,4.01,8.21,1.1
52.04,17.62,9.94,4.7,4,7.91,1.5
63.21,16.44,6.19,1.76,4.92,4.31,1.86
67.86,15.64,4.36,0.8,5.71,2.21,2.81
62.71,16.46,6.32,1.87,4.86,4.51,1.82
65.29,16.51,3.28,1.93,5.03,4.71,1.92
62.59,16.42,6.28,1.86,4.85,4.55,1.79
63.24,16,6.26,1.9,4.88,4.5,1.87
62.75,16.27,6.31,1.9,4.93,4.37,1.88
63.34,15.91,6.26,1.94,4.92,4.44,1.87
62.7,16.18,6.27,1.98,5.01,4.47,1.88
62.51,16.73,6.31,1.88,4.89,4.47,1.83
62.51,16.59,6.12,1.89,4.91,4.61,1.83
57.94,15.7,5.7,6.99,4.04,7.19,1.33
65.07,17.08,3.18,1.82,4.97,4.44,1.91
64.07,15.76,6.36,1.62,4.82,4.26,1.97
66.14,16.4,3.23,1.61,4.91,4.41,2.04
59.5,17.15,7.68,2.67,4.29,6.03,1.33
63.21,16.35,6.23,1.71,4.96,4.27,1.88
56.3,17.47,8.13,3.86,4.35,6.79,1.1
66,16.71,3.15,2.38,4.76,3.75,1.93
63.32,16.04,6.22,2.15,4.69,4.08,1.97
63.29,15.84,6.22,2.29,4.49,4.6,1.85
62.06,16.67,6.56,2.44,4.48,4.69,1.8
45.49,12.92,5.95,25.29,3.4,4.39,1.14
59.1,16.42,7.72,3.04,4.42,5.93,1.46
51.95,18.75,8.85,4.46,3.68,9.73,0.55
52.24,18.96,8.39,4.49,3.65,9.89,0.67
52.18,19.04,8.37,4.42,3.66,9.91,0.68
58.5,16.44,7.95,3.12,4.49,6.09,1.45
63.67,15.85,6.06,1.47,5.3,3.93,2.06
63.02,16.08,6.47,1.66,5.1,4.14,1.91
63.56,16.37,6,1.55,5.15,3.91,2.04
65.17,16.1,5.42,1.46,5.02,3.87,2.21
53.91,17.41,9.32,4.35,4.04,8.42,0.79
57.85,16.66,8.14,3.2,4.31,6.65,1.56
64.92,15.98,5.47,1.53,4.92,3.85,2.22
55.07,17.44,8.57,4.13,4.15,8.1,0.9
56.25,17.11,8.2,4.01,4.13,7.58,0.96
59.94,15.77,7.6,2.87,4.66,5.97,1.43
57.59,17.06,7.9,3.48,4.47,6.75,1.23
55.88,17.57,8.1,4.08,4.3,7.32,1.06
56.28,17.39,8.17,3.9,4.34,7.28,1.07
48.49,14.47,11.73,6.6,3.42,9.89,1.98
54.88,16.68,8.43,6.12,3.53,7.54,1.08
55.03,16.46,8.53,5.8,3.6,7.64,1.16
54.35,16.37,8.77,6.15,3.66,7.47,1.2
54,16.73,8.64,6.26,3.69,7.47,1.18
54.11,16.98,8.57,5.77,3.76,7.7,1.26
49.28,16.72,11.11,5.45,3.56,9.22,1.68
54.11,16.5,8.76,6.05,3.73,7.87,1.15
51.97,17.01,9.09,6.48,3.54,9.03,1.04
50.71,16.25,9.28,8.93,3.12,9.73,0.63
51.24,16.32,9.16,8.75,3.06,9.36,0.59
51.18,16.32,9.15,8.75,3.12,9.41,0.61
72.24,14.77,2.43,0.49,4.89,1.75,2.99
72.67,14.43,2.34,0.44,4.87,1.67,3.11
72.56,14.55,2.35,0.47,4.77,1.77,3.06
73.76,14.02,2.18,0.43,4.56,1.41,3.22
73.96,13.76,2.03,0.41,4.6,1.34,3.39
73.44,14.78,2.06,0.22,4.67,1.39,3.02
74.31,13.74,1.99,0.21,4.81,1.32,3.19
73.98,14.47,1.93,0.17,4.61,1.35,3.11
74.16,14.28,1.98,0.19,4.71,1.2,3.11
70.48,13.88,5.53,0.36,4.85,1.44,2.98
73.02,14.19,2.09,0.21,4.81,1.64,3.15
48.44,16.61,11.97,5.89,3.46,8.79,1.78
73.63,13.96,2.24,0.24,4.77,1.57,3.13
72.98,14.48,2.25,0.29,4.81,1.56,3.12
74.08,14.11,2.08,0.13,4.62,1.52,3.06
73.84,13.92,2.08,0.31,4.78,1.53,3.13
74.05,13.81,2.02,0.3,4.74,1.55,3.14
73.1,13.98,2.35,0.56,4.36,1.81,3.32
72.31,14.63,2.41,0.6,4.51,1.99,3.09
47.94,15.98,12.01,5.73,4.1,8.54,1.81
72.22,14.68,2.44,0.58,4.52,2.04,3.1
72.69,14.34,2.46,0.52,4.47,1.97,3.07
72.9,14.15,2.41,0.53,4.53,1.85,3.1
73.25,13.88,2.42,0.52,4.47,1.83,3.11
72.77,14.42,2.43,0.45,4.51,1.83,3.1
73.53,13.78,2.33,0.41,4.52,1.78,3.13
73.38,14.32,2.31,0.3,4.47,1.67,3.09
73.39,14.42,2.22,0.18,4.34,1.62,3.39
73.14,14.28,2.27,0.32,4.52,1.79,3.1
72.81,14.6,2.37,0.43,4.54,1.75,3.01
73.52,13.86,2.33,0.4,4.54,1.76,3.02
72.91,14.35,2.28,0.44,4.55,1.79,3.11
72.8,14.04,2.32,0.34,4.52,1.82,3.04
73.8,13.81,2.13,0.33,4.42,1.7,3.34
74.26,13.24,2.22,0.23,4.34,1.81,3.34
47.27,14.78,14.95,6.63,2.59,9.31,0.74
46.85,13.25,16.79,4.39,3.38,7.63,1.99
46.51,15.31,14.03,8.28,2.45,9.25,0.81
47.07,15.36,13.81,7.89,2.55,9.05,0.8
47.02,14.37,14.99,7.74,2.38,9.3,0.81
46.46,14.99,14.73,7.48,2.55,9.37,0.73
46.82,15.66,14.23,6.73,2.63,9.52,0.69
46.7,15.49,14.27,6.69,2.66,9.59,0.79
47.05,14.46,15,6.48,2.49,9.31,0.82
47.46,15.4,14.3,6.23,2.62,9.67,0.74
47.19,16,13.91,6.19,2.53,9.61,0.74
47.49,16.1,13.5,6.09,2.63,9.76,0.74
47.02,13.69,15.78,6.07,2.59,9.29,0.93
46.67,14.4,15.6,5.99,2.56,9.45,0.83
47,14.1,15.5,5.62,2.59,9.6,0.82
46.85,13.08,16.5,5.47,2.54,9.49,0.92
51.19,14.61,9.95,4.93,3.97,9.72,1.88
69.1,15.06,3.32,1.37,4.32,3.49,2.63
44.45,14.09,16.69,6.17,2.51,9.41,1.19
43.57,13.05,18.67,4.81,3.28,8.37,1.56
44.93,13.66,18.46,3.94,3.4,7.56,2.02
44.94,13.02,19.04,4.07,3.45,7.52,1.9
45.8,13.84,18.12,3.87,3.43,7.41,1.87
46.06,13.41,17.86,3.92,3.34,7.46,2.05
50.67,13.28,16.4,2.75,3.7,6.47,2.3
51.29,14.18,15.64,2.29,4.22,5.89,2.66
56.3,15.14,11.76,1.59,4.53,4.87,3.31
56.43,14.4,14.08,1.11,3.99,4.53,3.3
62.07,14.68,9.98,0.35,4.02,3.16,4.63
57.52,14.26,13.53,1.01,3.61,4.34,3.59
61.41,14.64,10.2,0.41,4.5,3.16,4.45
63.59,14.42,9.09,0.3,4.12,2.91,4.82
64.77,16.78,4.2,1.32,3.23,3.5,5.24
74.55,12.39,3.24,0.13,2.96,0.88,5.33
46.14,15.06,13.3,9.22,2.64,10.46,0.54
46.1,14.75,13.47,9.07,2.57,10.63,0.52
45.5,14.55,13.9,9.96,2.54,10.1,0.42
45.48,14.69,13.97,9.81,2.55,10.08,0.41
47.26,14.53,13.78,8.3,2.82,9.34,0.77
45.95,14.26,14.21,8.46,2.86,9.77,0.77
47.65,14.47,13.31,8.62,2.49,9.78,0.76
47.72,15.13,12.72,8.57,2.53,10.08,0.63
46.05,14.22,15.2,7.56,2.75,9.72,0.59
47.84,15.25,12.2,7.91,2.57,11.39,0.43
48.14,14.94,13.23,6.7,2.55,10.97,0.61
46.76,14.01,15.67,6.34,2.81,9.51,0.86
48,15.45,12.54,7.36,2.55,10.96,0.57
45.15,14.5,15.66,7.21,2.91,9.18,0.88
46.69,14.5,14.63,8.21,2.65,9.25,0.66
46.12,15.17,13.71,7.85,2.82,10.35,0.65
46.19,14.05,15.43,7.9,2.72,9.27,0.71
46.34,14.15,15.1,8.27,2.55,9.25,0.75
45.42,12.81,19.42,4.01,3.63,7.4,1.87
45.2,12.49,19.79,4.2,3.45,7.52,1.82
75.77,12.73,2.1,0.1,3.39,0.48,5.06
45.23,18.18,13.57,9.14,2.22,9.34,0.4
44.03,15.53,14.67,13.92,1.81,8.01,0.27
45.34,14.76,15.97,7.15,2.54,9.49,0.65
44.44,14.84,17.47,6.65,2.76,8.46,0.73
45.28,14.73,17.18,5.78,2.54,9.19,0.82
46.84,15.01,15.15,6.55,2.57,9.13,0.83
46.67,13.91,15.51,7.09,2.4,9.38,0.84
43.59,12.95,15.63,5.38,2.35,14.66,0.84
45.18,15.79,15.28,7.49,2.56,9.34,0.67
46.12,15.46,14.61,7.38,2.48,10.01,0.54
46.38,16.15,13.59,9.75,2.07,9.75,0.41
45.09,13.51,16.73,5.9,2.26,10.67,0.73
46.03,15.21,15.32,7.22,2.52,9.83,0.49
43.7,14.99,16.92,6.22,2.75,10.22,0.67
45.23,14.79,15.43,7.63,2.57,10.07,0.64
44.33,12.11,18.06,4.22,2.52,11.96,1.2
44.12,12.2,17.82,4.18,2.53,12.33,1.22
46.76,14.96,14.66,6.94,2.66,9.95,0.63
44.37,13.41,18.47,5.16,2.48,9.88,0.77
45,15.72,15.42,5.73,2.6,10.82,0.47
46.96,15.32,15.61,4.84,2.67,9.39,0.73
47.18,14.91,16.48,6.34,2.44,8.29,0.8
53.81,18.22,8.64,4.77,3.92,8.38,0.85
60.67,16.24,7.5,2.04,5.22,4.74,1.62
60.77,16.36,7.4,1.98,5.27,4.56,1.72
60.73,16.4,6.98,1.91,5.95,4.48,1.78
51.48,16.95,9.16,8.25,2.86,9.51,0.72
52.6,16.47,8.5,8.15,3.2,9.25,0.9
54.77,16.37,7.91,6.6,3.58,8.45,1.3
47.84,16.15,11.84,7.23,3.4,8.49,2.58
54.92,16.81,7.62,6.59,3.47,8.32,1.3
57.11,17.75,6.39,5.18,3.67,7.39,1.63
50.02,16.31,11.1,6.32,3.11,8.16,2.67
60.77,15.96,6.14,3.82,4.33,5.8,2.24
47.78,16.03,10.91,6.47,4.09,9.13,2.53
47.79,17.37,9.55,9.95,3.19,10.93,0.19
47.85,16.77,10.24,9.47,3.34,11.06,0.23
49.36,17.51,10.45,6.91,3.81,10.22,0.34
47.99,17.77,11.12,7.76,3.16,10.29,0.18
48.3,16.74,9.79,9.55,3.09,11.57,0.16
47.97,16.94,10.13,9.79,2.58,11.04,0.25
49.15,17.31,9.16,9.58,2.62,10.63,0.38
48.39,15.22,11.5,8.56,2.33,11.35,0.45
48.23,14.96,12.64,7.5,2.89,10.29,0.82
58.13,17.42,6.6,3.98,3.64,6.45,2.03
58.13,17.42,6.6,3.98,3.64,6.45,2.03
48.59,16.11,11.57,6.28,3.63,8.99,1.46
48.59,16.11,11.57,6.28,3.63,8.99,1.46
47.8,16.39,11.43,6.24,3.35,10.3,1.09
48.39,16.16,11.62,6.59,3.64,8.8,1.42
48.39,16.16,11.62,6.59,3.64,8.8,1.42
48.39,16.16,11.62,6.59,3.64,8.8,1.42
68.47,15.46,3.58,0.94,4.59,2.42,3.73
77.54,12.81,0.82,0.11,3.82,0.35,4.37
48.39,16.16,11.62,6.59,3.64,8.8,1.42
70.81,14.87,2.85,0.62,3.77,1.94,4.47
48.39,16.16,11.62,6.59,3.64,8.8,1.42
48.39,16.16,11.62,6.59,3.64,8.8,1.42
48.39,16.16,11.62,6.59,3.64,8.8,1.42
77.54,12.81,0.82,0.11,3.82,0.35,4.37
77.54,12.81,0.82,0.11,3.82,0.35,4.37
75.85,12.76,1.14,0.11,4.02,1.39,4.54
75.97,12.64,1.14,0.11,3.84,1.46,4.66
76.25,12.78,1.08,0.06,3.81,1.38,4.45
76.25,12.73,1.05,0.05,3.63,1.41,4.7
76.03,13.1,1.08,0.04,3.64,1.39,4.53
76.43,12.68,1.04,0.06,3.88,1.39,4.33
76.35,12.66,1.09,0.05,3.79,1.42,4.46
76.04,12.67,1.07,0.05,4.34,1.37,4.28
76.05,12.83,0.99,0.08,3.94,1.38,4.58
48.05,15.91,12.77,6.36,2.8,10.54,0.99
71.43,15.14,1.56,0.93,4.78,1.47,4.11
75.98,12.71,1.04,0.12,4.26,1.37,4.33
77.38,12.63,1.01,0.1,3.67,0.42,4.61
77.24,12.79,1.1,0.06,3.79,0.41,4.44
77.56,12.66,1.09,0.11,3.67,0.36,4.38
46.97,16.16,11.57,9.06,2.53,10.97,0.55
77.55,12.61,1.06,0.11,3.81,0.39,4.3
77.55,12.61,1.06,0.11,3.81,0.39,4.3
77.08,13.48,0.63,0.07,3.19,0.36,4.95
77.08,13.48,0.63,0.07,3.19,0.36,4.95
76.63,12.45,0.83,0.08,3.85,0.65,5.31
76.85,12.34,0.8,0.08,3.79,0.65,5.3
76.66,12.83,0.62,0.11,4.43,0.44,4.73
76.65,12.82,0.62,0.12,4.4,0.4,4.74
53.95,15.73,7.32,4.8,4.08,8.43,2.44
51.85,14.89,11.69,6.92,2.95,8.74,0.67
67.14,15.43,3.37,2.29,4.16,4.32,2.45
70.98,14.32,2.85,1.31,4.17,2.99,2.79
69.83,14.55,3.22,1.56,4.01,3.36,2.84
70.43,14.37,3.09,1.47,3.81,3.31,2.89
62.31,15.33,5.68,3.66,3.75,6.53,1.85
69.47,15.24,2.84,0.98,3.97,2.97,2.91
51.27,16.26,10.74,5.26,3.67,8.63,1.49
52.43,16.35,9.53,5.98,3.69,7.77,1.79
53.2,15.67,9.13,6.9,3.55,7.78,1.58
49.14,16.65,10.47,6.19,3.76,9.44,1.52
48.54,17.58,10.58,5.99,3.6,9.79,1.3
48.44,16.68,9.79,8.04,3.12,10.85,0.85
49.31,16.47,10.79,6.09,3.49,10.28,0.97
48.02,16.48,13.72,4.72,3.42,8.24,1.51
48.02,16.37,13.58,4.96,3.57,8.14,1.59
47.3,16.3,13.65,5.37,3.78,8.35,1.49
55.29,17.29,8.82,3.5,4.02,6.73,2.11
57.36,16.82,8.21,3.09,4.06,6.02,2.33
59.96,16.49,7.12,2.72,4.05,5.31,2.6
60.37,16.21,7.13,2.64,4.12,5.12,2.63
57.31,16.39,7.56,3.32,4.63,5.83,2.82
54.27,16.57,9.01,4.19,3.86,7.45,2.42
54.44,16.44,8.9,4.24,3.89,7.49,2.4
54.45,16.46,9.76,3.69,3.95,6.56,2.59
57.55,16.09,7.62,3.59,3.95,6.65,2.8
47.79,16.26,9.07,9.3,3.3,9.7,2.11
48.92,15.13,14.21,6.63,2.8,9.74,0.93
47.97,14.45,15.69,6.12,2.51,10.34,0.44
59,17.51,6.7,3.51,3.85,6.49,1.85
47.77,13.65,17.13,5.82,2.61,9.53,0.68
48.29,15.46,13.58,6.67,2.93,10.2,0.94
45.24,15.44,15.94,6.04,2.85,9.52,0.55
45.23,15.02,15.58,7.15,2.77,9.69,0.55
47.64,12.47,17.96,6.03,2.56,9.71,0.75
46.68,15.02,13.91,8,2.64,10.01,0.66
46.32,13.23,15.69,7.19,2.47,9.83,0.53
47.26,12.47,18.56,5.68,2.43,9.33,0.58
45.62,15.4,14.34,7.86,2.87,9.87,0.66
59.77,16.94,6.29,3.46,3.78,6.75,1.92
45.74,14.58,16.16,6.52,2.58,9.26,0.72
45.47,14.48,16.58,6.46,2.68,9.22,0.71
46.28,15.15,14.84,6.89,2.69,9.66,0.71
47.74,16.15,13.65,6.56,3.33,9.79,1.31
46.78,15.5,13.15,8.24,2.48,10.63,0.44
45.7,14.83,14.97,6.94,2.79,10.19,0.61
46.78,15.99,14.56,6.16,2.88,9.44,0.7
45.56,14.63,16.46,6.48,2.45,9.33,0.48
46.96,15.32,15.61,4.84,2.67,9.39,0.73
44.14,13.84,18.37,5.14,2.46,9.83,0.77
58.44,17.78,6.53,3.58,3.96,6.87,1.71
44.44,14.84,17.47,6.65,2.76,8.46,0.73
60.29,17.49,5.59,3.81,3.6,7.05,1.3
44.62,15.03,16.15,7.7,2.79,9.09,0.6
59.44,16.99,6.28,3.56,3.73,7,1.91
47.18,14.91,16.48,6.34,2.44,8.29,0.8
59.93,17.89,5.33,4.02,3.56,7.23,1.2
75.21,12.52,2.34,0.07,3.86,0.59,5.15
75.71,12.13,2.36,0.02,3.94,0.62,5.05
59.54,17.13,6.1,4.16,3.73,6.46,1.77
51.92,16.87,11.82,2.54,4.14,7.37,1.7
57.89,17.98,6.53,3.86,3.63,7.23,1.74
60.53,17.94,5.29,3.42,3.77,6.83,1.3
59.42,17.26,6.28,4.01,3.57,6.76,1.64
60.05,17.86,5.47,3.58,3.79,7.19,1.19
60.05,17.71,5.63,3.78,3.72,6.98,1.24
59.85,16.94,6.26,4.31,3.51,6.45,1.69
59.99,16.98,6.16,3.88,3.71,6.65,1.66
59.54,17.47,6.39,3.29,3.88,6.53,1.86
62.62,7.93,8.31,4.8,4.2,8.69,1.72
59.93,16.89,6.24,3.75,3.78,6.37,1.99
57.08,17.07,7.31,4.18,3.73,7.53,1.6
54.93,15.82,7.49,7.91,2.9,9.2,0.81
55.04,15.75,7.48,7.96,2.81,9.19,0.83
63.4,15.3,5.54,3.26,3.91,5.3,2.25
56.85,17.07,7.28,5.16,3.57,7.22,1.58
59.68,16.84,6.29,4.16,3.65,6.34,1.92
59.44,17.2,6.35,3.97,3.65,6.43,1.86
59.77,16.35,6.47,4.16,3.93,6.31,1.82
61.11,15.75,6.1,4.12,3.84,5.96,1.99
60.51,16.27,6.47,3.88,3.55,6.07,2
64.01,15.77,5.11,3.03,3.9,4.86,2.34
55.49,16.91,7.77,5.61,3.84,7.56,1.51
55.48,16.5,8.22,5.76,3.39,7.62,1.54
58.12,18.1,6.78,3.86,3.69,6.74,1.52
55.52,17.93,7.52,4.66,3.45,7.68,1.69
59.05,17.91,6.73,3.03,4.05,6.37,1.66
60.15,16.55,6.5,3.57,3.86,6,2.02
51.69,15.86,11.38,6.73,3.08,8.46,1.09
58.46,17.4,6.67,3.86,3.69,7.12,1.65
57.67,17.55,6.23,5.16,3.52,7.81,1.03
59.78,17.46,6.38,3.31,3.83,6.16,2.04
62.7,17.24,4.87,2.85,3.95,5.75,1.9
62.52,17.09,5.18,2.72,3.94,5.36,2.24
62.56,16.69,5.37,2.82,3.98,5.38,2.24
63.42,16.99,4.72,2.78,3.95,5.49,1.89
62.41,16.6,5.27,2.83,4.33,5.31,2.24
61.82,17.12,5.17,3.16,3.49,6.34,2.2
67.3,16.02,3.9,1.34,4.08,3.41,3.01
65.96,16.09,4.43,1.48,4.16,3.98,2.83
67.4,15.79,3.86,1.29,4.15,3.5,3.05
58.78,17.58,6.52,3.88,3.49,7.16,1.58
61.7,17.26,5.34,3.32,3.79,5.91,1.74
61.34,17.2,5.39,3.4,3.76,6.2,1.77
61.18,17.48,5.37,3.42,3.76,6.37,1.52
62.43,16.69,5.39,3.29,3.64,5.3,2.33
61.39,16.76,5.67,3.47,3.86,5.68,2.16
62.56,16.67,5.43,2.84,3.88,5.31,2.32
60.56,16.68,6.13,3.71,3.8,6.06,2.04
60.29,16.72,6.24,3.49,3.9,6.74,1.61
69.33,15.86,2.91,1.22,4.15,2.88,3.05
69.41,15.78,2.93,1.12,4.25,2.88,3.03
69.81,15.56,2.74,1.11,4.24,2.8,3.17
