"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
0.718678728266145,0.138675286077159,0.0493517341508755,0.0228248380140943,0.0111725729779935,0.0291528234591691,0.0301440170545637
0.699175597576911,0.154595006426859,0.0539127895926361,0.0224121494755331,0.0123958598814908,0.0192127193580664,0.0382958776885036
0.700521727679816,0.153833072365935,0.0528481966798403,0.0234764482349067,0.0156105992012579,0.0153711249701835,0.0383388308680601
0.662730500534769,0.16583240045144,0.0707058079876468,0.024872206902707,0.0114545091468791,0.0191384487323748,0.0452661262441836
0.662113734056557,0.17419571365489,0.073679677939053,0.0239973120066043,0.018632010304639,0.0125198942813503,0.0348616577569063
0.650642519444469,0.169891934742305,0.0769198309978578,0.0327956572587438,0.0212700914568798,0.0186710449361751,0.0298089211635698
