6.042283485767413476e-01,1.546388473086801330e-01,7.743599163528955276e-02,4.865566690810446682e-02,3.374797783340210272e-02,6.270006074479325675e-02,1.859310699298906758e-02
6.515322728701072874e-01,1.522397632618061047e-01,6.055898022241897050e-02,2.943559435139499192e-02,3.557354441009165369e-02,4.507221308447523223e-02,2.558763179970584278e-02
5.992131598917033175e-01,1.457122849630443362e-01,7.299195157126124600e-02,4.525280276659926493e-02,4.872553194097517526e-02,6.860384974024553995e-02,1.950041912617114445e-02
5.308325551351138483e-01,1.490198572761349816e-01,9.795458577497133390e-02,8.302870438741025150e-02,2.842106045131925773e-02,9.829545669401282271e-02,1.244778028103746964e-02
6.166544049532781679e-01,1.523595522191792118e-01,7.195401859255193266e-02,4.221496969904286328e-02,3.650295968101582161e-02,5.985423933856589412e-02,2.045985551636617800e-02
6.165839846103869926e-01,1.469171112026641524e-01,6.844636978843746111e-02,3.922506769224443773e-02,4.618224553066895693e-02,6.117395676364946466e-02,2.147126441194844790e-02
6.406733835257927279e-01,1.479122073932083170e-01,6.163433244957772922e-02,3.129372262914249803e-02,4.080704182423106757e-02,5.291262024125313601e-02,2.476669193679457634e-02
5.781210403722825131e-01,1.457343783642650048e-01,7.961900705459254435e-02,5.440049258250347769e-02,4.834103362968661388e-02,7.665433794933962375e-02,1.712971004733044797e-02
5.594943197392637790e-01,1.497191122053270207e-01,8.875861387795373758e-02,6.692221054587485507e-02,3.866422026126297568e-02,8.169006399001041419e-02,1.475145938030728021e-02
6.078454273877903491e-01,1.465886099540693877e-01,7.092249349987581053e-02,4.235990116612284306e-02,4.773427961568765115e-02,6.414800505180924539e-02,2.040128332464479291e-02
6.578041892468379226e-01,1.432435119740824714e-01,5.365641476427730067e-02,2.408471067230660498e-02,4.576741232655341662e-02,4.645946475802373993e-02,2.898429625791841546e-02
5.674570267936118739e-01,1.435814368905019567e-01,8.129376870112288433e-02,5.763963766110442172e-02,5.125562617809242827e-02,8.239718932474522639e-02,1.637531445082121215e-02
5.682780360222360327e-01,1.435778435789357987e-01,8.117874997252315372e-02,5.745463205388443712e-02,4.084495083304216789e-02,9.222595749150210021e-02,1.643983004787637203e-02
5.688541056502350868e-01,1.454088149921522466e-01,8.240720516442039123e-02,5.864611066390346128e-02,4.188552779624526989e-02,8.657513766568122882e-02,1.622309806736234664e-02
6.004855585632595805e-01,1.481576990175024755e-01,7.440466759344574466e-02,4.642747416054472664e-02,3.983239700776056852e-02,7.149022410870693733e-02,1.920197954877999116e-02
5.937082153260536677e-01,1.437014888914642241e-01,7.318297722864587629e-02,4.607533561188875693e-02,5.413804524547461555e-02,6.997268018893237906e-02,1.922125750754059142e-02
5.987953169601345493e-01,1.428141135150723939e-01,7.102287172713289687e-02,4.348328115741677963e-02,5.179104864124176033e-02,7.209613902378199379e-02,1.999722897521954285e-02
5.944243195037552940e-01,1.438720532939634367e-01,7.314135713783739834e-02,4.596743081815884285e-02,5.035607056746524424e-02,7.297279653230341612e-02,1.926597214651647877e-02
6.025636157444603791e-01,1.444303674736551191e-01,7.107517264041562921e-02,4.311377676863097086e-02,4.801008739575982759e-02,7.066177223269957952e-02,2.014520774437858833e-02
6.037452932697799923e-01,1.475847642452816078e-01,7.299723426133530868e-02,4.474309296070214104e-02,3.956242863569953833e-02,7.167634607092045196e-02,1.969084055628101543e-02
5.972709036411737449e-01,1.447734574657305873e-01,7.292465309933560125e-02,4.542518501726003355e-02,4.935058463034981691e-02,7.081658499628967762e-02,1.943863114986054547e-02
5.981632539266984461e-01,1.446127103977268846e-01,7.248718773842771634e-02,4.489828243899032789e-02,5.263183403572332941e-02,6.762328791150802598e-02,1.958344355092549519e-02
6.097118128443693719e-01,1.434661835325913015e-01,6.813446472231676765e-02,3.967572206653902783e-02,5.444437050130105510e-02,6.329710628779842974e-02,2.127034004508399773e-02
5.070045643634181198e-01,1.487468738767245002e-01,1.058431434159610302e-01,9.834654892824019889e-02,3.245656783307974969e-02,9.682350144325131691e-02,1.077880013932507736e-02
6.196528294184497909e-01,1.446053266346652155e-01,6.592370104932583630e-02,3.675500544450158169e-02,5.151174422200874292e-02,5.917215586853936254e-02,2.237923736250934520e-02
6.063587662829037495e-01,1.459115876632350595e-01,7.091621816280921364e-02,4.252566223624176800e-02,4.856013342773052993e-02,6.538522459329754177e-02,2.034240763378193304e-02
5.743198738525751024e-01,1.499985583690005286e-01,8.410274692623485870e-02,5.955339884705575237e-02,3.841250303798895982e-02,7.750933253710234894e-02,1.610358643004258447e-02
6.016117468679792468e-01,1.454464844323831718e-01,7.207355197844717010e-02,4.412841302152410022e-02,4.810385989912899229e-02,6.879786422914700716e-02,1.983807957139020750e-02
4.293375155678326727e-01,1.404426844514440609e-01,1.260833280647027377e-01,1.525147269192273225e-01,3.166221484698875099e-02,1.129562725971372944e-01,7.003257552667171287e-03
4.644701386820907496e-01,1.439566438121695768e-01,1.165896958212898904e-01,1.252804575382891195e-01,3.507538604939491877e-02,1.060538960895068827e-01,8.573782007258810151e-03
4.827858078795690400e-01,1.461171994110380679e-01,1.121023286635728505e-01,1.133274478406448571e-01,2.977790087145930700e-02,1.064264877876093945e-01,9.462827546106528098e-03
3.980863585552642525e-01,1.332298517683897510e-01,1.302160875155536912e-01,1.726715322327408986e-01,3.895484635359527242e-02,1.208364966071632934e-01,6.004826967292875572e-03
5.011261480551866265e-01,1.461495613814007000e-01,1.056638931290727473e-01,9.960988649470930989e-02,3.261518854755406094e-02,1.042177294633015033e-01,1.061759292877506936e-02
4.668108822892798049e-01,1.438477501514990320e-01,1.156550395371876427e-01,1.231733296900973107e-01,3.460666023370093797e-02,1.071947656114144998e-01,8.711572486820688688e-03
5.943410534196345019e-01,1.449341085295673404e-01,7.398883983183915380e-02,4.679016466479786474e-02,4.637085186669068909e-02,7.451945586196780102e-02,1.905552582550266300e-02
4.375191047100964181e-01,1.438682170903574919e-01,1.264345281641186813e-01,1.498961781864056042e-01,2.628687320548253256e-02,1.088040495602777269e-01,7.191049083261649884e-03
5.041781369033433435e-01,1.480121816085372966e-01,1.061339296320562564e-01,9.940237862873273211e-02,3.741334690432040339e-02,9.420023821134614062e-02,1.065978811166386209e-02
4.136035973888050887e-01,1.388757363371760922e-01,1.304646496905872421e-01,1.663726296316863640e-01,2.576710231491912903e-02,1.185439573739869162e-01,6.372327262839211012e-03
3.836625288128927558e-01,1.329601279439954487e-01,1.355518532314455571e-01,1.893309501968041819e-01,3.193375631358832956e-02,1.211361803481864619e-01,5.424603153087338876e-03
5.796625536571288206e-01,1.501021324627215270e-01,8.241451676686663286e-02,5.700482643756475676e-02,3.981307610956531101e-02,7.437920357965727147e-02,1.662369098649558660e-02
6.098327029441528158e-01,1.471927883924508684e-01,7.078371758120441393e-02,4.202844378753609056e-02,4.261197371070479800e-02,6.702372956039959195e-02,2.052664402355125137e-02
5.805417264420924539e-01,1.456137429826107332e-01,7.883893393371754765e-02,5.330777944008523173e-02,4.333269212201541071e-02,8.097098260319757212e-02,1.739414247628114085e-02
5.914555659032560975e-01,1.453370057290838124e-01,7.523734429182539485e-02,4.835378041682698164e-02,4.207042401927613834e-02,7.890487185507931434e-02,1.864100778465212216e-02
5.756154435282676562e-01,1.548119792193541899e-01,8.712387761273429621e-02,6.241458371379465797e-02,2.998377223319460133e-02,7.445874224375133299e-02,1.559160144890310226e-02
6.000232353394362450e-01,1.462295731567144208e-01,7.333264881516962652e-02,4.554197161668552957e-02,3.330140720247932312e-02,8.210494442398726112e-02,1.946621944552757999e-02
5.470910161979407604e-01,1.488673298971310843e-01,9.223872039755265373e-02,7.304270467730775152e-02,3.746214572949149724e-02,8.752185852605567917e-02,1.377622457452054236e-02
5.259219073137803013e-01,1.487046368236794036e-01,9.927811829806934552e-02,8.564538416061034942e-02,3.434104888749140577e-02,9.399145883220452746e-02,1.211744568416481954e-02
5.760473862107640119e-01,1.522002704527518624e-01,8.523770836414473751e-02,6.047406059495957081e-02,2.861986338452058784e-02,8.146115991886544727e-02,1.595955107399377876e-02
5.999833010931834298e-01,1.527992707488488033e-01,7.778094704748826638e-02,4.962262724612728770e-02,2.868747999208586322e-02,7.275328411106957160e-02,1.837308976119663220e-02
5.635116576170877689e-01,1.513779758446670842e-01,8.877358171804904108e-02,6.627371636604173499e-02,3.052498909900587185e-02,8.464300175341121779e-02,1.489507760173731585e-02
5.896673522383927279e-01,1.527402581296289363e-01,8.111285733020828781e-02,5.425317713054507440e-02,2.908575989870998066e-02,7.587972725080624481e-02,1.726086802170855375e-02
6.098209493118234015e-01,1.516201399660163929e-01,7.377467364515033488e-02,4.468197033909267896e-02,3.303298028403257869e-02,6.734681553828263112e-02,1.972247091560186752e-02
6.482696543897628061e-01,1.505139796427507337e-01,6.076028835781064480e-02,2.992383896008684457e-02,3.427858003164024198e-02,5.084976302561129008e-02,2.540389559233745265e-02
7.302105731224369789e-01,1.255342865434153354e-01,2.281119342387949098e-02,4.631227411129587752e-03,4.307753619550000468e-02,8.158065239628368298e-03,6.557711806401027299e-02
5.197825959714922339e-01,1.436424540343995970e-01,9.700256609248822381e-02,8.413428369542405583e-02,3.941888299815256291e-02,1.038255625114995057e-01,1.219365469654394747e-02
6.283292457755945692e-01,1.488347816056697914e-01,6.604624888001230099e-02,3.597910839991551313e-02,4.093383707086936663e-02,5.717390404061475917e-02,2.270287422732374799e-02
6.391683653275604948e-01,1.509365088433260171e-01,6.390475005090674732e-02,3.317339330134864983e-02,3.487944174120359564e-02,5.407401835710545779e-02,2.386352237854911726e-02
6.584590510671846086e-01,1.464998583220724904e-01,5.538243183446570767e-02,2.523634444145215691e-02,3.585821273375015827e-02,5.039032743711280987e-02,2.817377416396212378e-02
7.070015931609380244e-01,1.482509085105911395e-01,3.991468141976578510e-02,1.271037602662875021e-02,3.259293025250418335e-02,1.961226939976111472e-02,3.991724122981096107e-02
6.444366914626974419e-01,1.483692492382615580e-01,6.059027397574706653e-02,3.012148275294668567e-02,4.759186289330648995e-02,4.358520754885007037e-02,2.530523212819059051e-02
7.088330850321438170e-01,1.418339772580185787e-01,3.689676270702661742e-02,1.120675488911679167e-02,3.695969507575138507e-02,2.121942364028141237e-02,4.305030139766150010e-02
7.344756465596962158e-01,1.123278662567304548e-01,1.526599346187841426e-02,2.240450656207397181e-03,3.407167796702088858e-02,1.167169008614454828e-02,8.994667501232221640e-02
6.389467320640881409e-01,1.462790889271422257e-01,6.129779737074005780e-02,3.122932583176887475e-02,3.650239897764260416e-02,6.090299571180504690e-02,2.484166111681309144e-02
6.491471287735426365e-01,1.500882469930214513e-01,6.026604509692461142e-02,2.948787580018290277e-02,3.362456601243825338e-02,5.174518058993381187e-02,2.564095673395626329e-02
6.337336580379443474e-01,1.552869414080731703e-01,6.806469861336948701e-02,3.695554495842525572e-02,3.210650112706810860e-02,5.162077033678073162e-02,2.223188551833902432e-02
6.761424069924035773e-01,1.483499539007173684e-01,5.065811980012727839e-02,2.075433624387243436e-02,3.428218369446482672e-02,3.850702454035562217e-02,3.130597482805880932e-02
6.826031847662789032e-01,1.455087534824689999e-01,4.724248156517622810e-02,1.825191780608061143e-02,3.529569856044501019e-02,3.742891113097995825e-02,3.366905268857010858e-02
5.678631240550505721e-01,1.545733207952899591e-01,8.942323214296765688e-02,6.608350283975446271e-02,3.850624025178814303e-02,6.863039036220656974e-02,1.492018955294247169e-02
5.724575694505679158e-01,1.500475157028883233e-01,8.477074451156636770e-02,6.054571212692591575e-02,3.682171044083673572e-02,7.944395052097827370e-02,1.591279724623659991e-02
5.409149958632111233e-01,1.496265598175262057e-01,9.498597050927036489e-02,7.742386535658171698e-02,3.146806810734790322e-02,9.240513073151533641e-02,1.317540961454746057e-02
6.237845345460768520e-01,1.436923125335188012e-01,6.411706064809598316e-02,3.486034625740730419e-02,4.901140881489979978e-02,6.137360190855353781e-02,2.316073529144786064e-02
6.505456376157069398e-01,1.427420989675008134e-01,5.547568023620759459e-02,2.589732678816424050e-02,5.092792244071133595e-02,4.663232070939420104e-02,2.777901324231500657e-02
5.666137614981254789e-01,1.335960707054149876e-01,7.325291088964552833e-02,4.933850478957175351e-02,5.299698483366262897e-02,1.061734924022175591e-01,1.802827488136203235e-02
5.935793194303847775e-01,1.530924571438027626e-01,8.003358804076794730e-02,5.262911790092928560e-02,3.053756933858047667e-02,7.249791170304592525e-02,1.763003644248882160e-02
6.439350070341740562e-01,1.452659215406048310e-01,5.909165369580516441e-02,2.910101260879367768e-02,4.151590946457520831e-02,5.516942561700298453e-02,2.592107003904415771e-02
4.743836193060529394e-01,1.471918461566179004e-01,1.160913946881418773e-01,1.214894166357634864e-01,2.643102948208551906e-02,1.055204269907961540e-01,8.892266740542168618e-03
5.973044212614956328e-01,1.521483608521589648e-01,7.822919613166030850e-02,5.041822740079864029e-02,2.923555360475806053e-02,7.449145185323151341e-02,1.817278889589690055e-02
5.889852990233016561e-01,1.534188096378718835e-01,8.178750365512159337e-02,5.500001548035639287e-02,2.866906389305985681e-02,7.504522246973291399e-02,1.709408584055576927e-02
6.824060978495737340e-01,1.558017540244113486e-01,5.210148838134423532e-02,2.112500310602238168e-02,8.985239993270681749e-03,4.893869036217890489e-02,3.064172628319872596e-02
